"","Symbol","industry"
"2410","PCYG","Software - Application"
"2411","PKBK","Banks - Regional - US"
"2412","PKOH","Industrial Distribution"
"2413","PTNR","Telecom Services"
"2414","PBHC","Savings &amp; Cooperative Banks"
"2415","PATK","Home Furnishings &amp; Fixtures"
"2416","PNBK","Banks - Regional - US"
"2417","PATI","Trucking"
"2418","PEGI","Utilities - Independent Power Producers"
"2419","PDCO","Medical Distribution"
"2420","PTEN","Oil &amp; Gas Drilling"
"2421","PAVM","Medical Devices"
"2422","PAVMW",NA
"2423","PAVMZ",NA
"2424","PAYX","Business Services"
"2425","PCTY","Software - Application"
"2426","PYDS","Software - Infrastructure"
"2427","PYPL","Credit Services"
"2428","PBBI","Savings &amp; Cooperative Banks"
"2429","CNXN","Computer Distribution"
"2430","PCMI","Electronics Distribution"
"2431","PCSB","Banks - Regional - US"
"2432","PCTI","Communication Equipment"
"2433","PDCE","Oil &amp; Gas E&amp;P"
"2434","PDFS","Software - Application"
"2435","PDLI","Biotechnology"
"2436","PDLB","Banks - Regional - US"
"2437","PDSB",NA
"2438","PDVW","Telecom Services"
"2439","SKIS","Leisure"
"2440","PGC","Banks - Regional - US"
"2441","PEGA","Software - Application"
"2442","PENN","Resorts &amp; Casinos"
"2443","PVAC","Oil &amp; Gas E&amp;P"
"2444","PFLT","Asset Management"
"2445","PNNT","Asset Management"
"2446","PWOD","Banks - Regional - US"
"2447","WRLS","Conglomerates"
"2448","WRLSR",NA
"2449","WRLSU","Conglomerates"
"2450","WRLSW",NA
"2451","PEBO","Banks - Regional - US"
"2452","PEBK","Banks - Regional - US"
"2453","PFIS","Banks - Regional - US"
"2454","PBCT","Banks - Regional - US"
"2455","PBCTP","Banks - Regional - US"
"2456","PUB","Banks - Regional - US"
"2457","KPFS","Restaurants"
"2458","PEP","Beverages - Soft Drinks"
"2459","PRCP","Scientific &amp; Technical Instruments"
"2460","PRFT","Information Technology Services"
"2461","DCIX","Integrated Shipping &amp; Logistics"
"2462","PFMT","Business Services"
"2463","PERI",NA
"2464","PESI","Waste Management"
"2465","PPIH","Pollution &amp; Treatment Controls"
"2466","PGLC","Gold"
"2467","PETQ","Drug Manufacturers - Specialty &amp; Generic"
"2468","PETS","Pharmaceutical Retailers"
"2469","PFSW","Business Services"
"2470","PGTI","Building Materials"
"2471","PHAS","Biotechnology"
"2472","PAHC","Drug Manufacturers - Specialty &amp; Generic"
"2473","PHIO","Biotechnology"
"2474","PHIOW",NA
"2475","PLAB","Semiconductor Equipment &amp; Materials"
"2476","PHUN","Software - Application"
"2477","PHUNW",NA
"2478","PICO","Real Estate - General"
"2479","PLL","Industrial Metals &amp; Minerals"
"2480","PIRS","Biotechnology"
"2481","PPC","Packaged Foods"
"2482","PDD","Specialty Retail"
"2483","PME","Farm Products"
"2484","PNFP","Banks - Regional - US"
"2485","PT","Software - Application"
"2486","PPSI","Electronic Components"
"2487","PXLW","Semiconductors"
"2488","PLYA","Resorts &amp; Casinos"
"2489","PLXS","Contract Manufacturers"
"2490","PLUG","Electronic Components"
"2491","PLBC","Banks - Regional - US"
"2492","PS","Software - Application"
"2493","PSTI","Biotechnology"
"2494","PLXP","Biotechnology"
"2495","PNTR","Communication Equipment"
"2496","PCOM","Internet Content &amp; Information"
"2497","POLA","Diversified Industrials"
"2498","PTE","Biotechnology"
"2499","POOL","Leisure"
"2500","POPE","Lumber &amp; Wood Production"
"2501","BPOP","Banks - Regional - US"
"2502","BPOPM",NA
"2503","BPOPN",NA
"2504","PTLA","Biotechnology"
"2505","PBPB","Restaurants"
"2506","PCH","REIT - Diversified"
"2507","POWL","Diversified Industrials"
"2508","POWI","Semiconductors"
"2509","PRAA","Credit Services"
"2510","PRAH","Diagnostics &amp; Research"
"2511","PRAN","Biotechnology"
"2512","PRPO","Diagnostics &amp; Research"
"2513","AIPT","Medical Instruments &amp; Supplies"
"2514","PFBC","Banks - Regional - US"
"2515","PLPC","Electronic Components"
"2516","PFBI","Banks - Regional - US"
"2517","PINC","Health Information Services"
"2518","LENS","Medical Instruments &amp; Supplies"
"2519","PSDO","Information Technology Services"
"2520","PRGX","Business Services"
"2521","PSMT","Discount Stores"
"2522","PNRG","Oil &amp; Gas E&amp;P"
"2523","PRMW","Beverages - Soft Drinks"
"2524","PRIM","Engineering &amp; Construction"
"2525","PVAL",NA
"2526","PFG","Insurance - Life"
"2527","BTEC",NA
"2528","PXUS",NA
"2529","GENY",NA
"2530","PSET",NA
"2531","PY",NA
"2532","PMOM",NA
"2533","USMC",NA
"2534","PSC",NA
"2535","PRNB","Biotechnology"
"2536","PRTH","Conglomerates"
"2537","PDEX","Medical Instruments &amp; Supplies"
"2538","IPDN","Internet Content &amp; Information"
"2539","PFIE","Oil &amp; Gas Equipment &amp; Services"
"2540","PGNX","Biotechnology"
"2541","PRGS","Software - Application"
"2542","PFPT","Software - Application"
"2543","PRPH","Drug Manufacturers - Major"
"2544","PRQR","Biotechnology"
"2545","EQRR",NA
"2546","BIB",NA
"2547","UBIO",NA
"2548","TQQQ",NA
"2549","ZBIO",NA
"2550","SQQQ",NA
"2551","BIS",NA
"2552","PSEC","Asset Management"
"2553","PTGX","Biotechnology"
"2554","PTVCA","Insurance - Property &amp; Casualty"
"2555","PTVCB","Insurance - Property &amp; Casualty"
"2556","PRTO","Biotechnology"
"2557","PTI","Biotechnology"
"2558","PRTA","Biotechnology"
"2559","PRVB","Biotechnology"
"2560","PVBC","Banks - Regional - US"
"2561","PROV","Savings &amp; Cooperative Banks"
"2562","PBIP","Savings &amp; Cooperative Banks"
"2563","PMD","Diagnostics &amp; Research"
"2564","PTC","Software - Application"
"2565","PTCT","Biotechnology"
"2566","PHCF","Asset Management"
"2567","PULM","Biotechnology"
"2568","PLSE","Medical Instruments &amp; Supplies"
"2569","PBYI","Biotechnology"
"2570","PACQ","Conglomerates"
"2571","PACQU","Conglomerates"
"2572","PACQW",NA
"2573","PCYO","Utilities - Regulated Water"
"2574","PRPL","Home Furnishings &amp; Fixtures"
"2575","PXS","Shipping &amp; Ports"
"2576","QADA","Software - Application"
"2577","QADB","Software - Application"
"2578","QCRH","Banks - Regional - US"
"2579","QGEN","Diagnostics &amp; Research"
"2580","QIWI","Credit Services"
"2581","QRVO","Semiconductors"
"2582","QCOM","Semiconductors"
"2583","QBAK","Electronic Components"
"2584","QLYS","Software - Application"
"2585","QTNA","Semiconductors"
"2586","QTRX","Biotechnology"
"2587","QTRH","Communication Equipment"
"2588","QRHC","Waste Management"
"2589","QUIK","Semiconductors"
"2590","QDEL","Diagnostics &amp; Research"
"2591","QNST","Internet Content &amp; Information"
"2592","QUMU","Software - Application"
"2593","QTNT","Diagnostics &amp; Research"
"2594","QRTEA","Specialty Retail"
"2595","QRTEB","Specialty Retail"
"2596","QTT","Internet Content &amp; Information"
"2597","RRD","Business Services"
"2598","RCM","Health Information Services"
"2599","RARX","Biotechnology"
"2600","RADA","Aerospace &amp; Defense"
"2601","RDCM","Telecom Services"
"2602","RDUS","Drug Manufacturers - Specialty &amp; Generic"
"2603","RDNT","Diagnostics &amp; Research"
"2604","RDWR","Communication Equipment"
"2605","METC","Coal"
"2606","RMBS","Semiconductor Memory"
"2607","RAND","Asset Management"
"2608","RNDB","Banks - Regional - US"
"2609","RPD","Software - Application"
"2610","RAVE","Restaurants"
"2611","RAVN","Diversified Industrials"
"2612","RBB","Banks - Regional - US"
"2613","ROLL","Tools &amp; Accessories"
"2614","RICK","Restaurants"
"2615","RCMT","Engineering &amp; Construction"
"2616","RDI","Media - Diversified"
"2617","RDIB","Media - Diversified"
"2618","BCNA",NA
"2619","BLCN",NA
"2620","RLM",NA
"2621","RNWK","Electronic Gaming &amp; Multimedia"
"2622","RP","Software - Application"
"2623","RETA","Biotechnology"
"2624","RCON","Oil &amp; Gas Equipment &amp; Services"
"2625","REPH","Biotechnology"
"2626","RRGB","Restaurants"
"2627","RRR","Resorts &amp; Casinos"
"2628","RDVT","Software - Application"
"2629","RDFN","Real Estate Services"
"2630","RDHL","Biotechnology"
"2631","RBZ","Specialty Retail"
"2632","REG","REIT - Retail"
"2633","REGN","Biotechnology"
"2634","RGNX","Biotechnology"
"2635","RGLS","Biotechnology"
"2636","RBNC","Banks - Regional - US"
"2637","RELV","Packaged Foods"
"2638","MARK","Internet Content &amp; Information"
"2639","RNST","Banks - Regional - US"
"2640","REGI","Oil &amp; Gas Refining &amp; Marketing"
"2641","BIQI","Farm Products"
"2642","RCII","Rental &amp; Leasing Services"
"2643","RGEN","Biotechnology"
"2644","REPL","Biotechnology"
"2645","RBCAA","Banks - Regional - US"
"2646","FRBK","Banks - Regional - US"
"2647","REFR","Electronic Components"
"2648","RESN","Semiconductors"
"2649","RECN","Business Services"
"2650","HAIR","Medical Devices"
"2651","TORC","Biotechnology"
"2652","ROIC","REIT - Retail"
"2653","RETO","Building Materials"
"2654","RTRX","Drug Manufacturers - Major"
"2655","RVNC","Biotechnology"
"2656","RVEN","REIT - Residential"
"2657","RVLT","Electronic Components"
"2658","RWLK","Medical Devices"
"2659","RFIL","Electronic Components"
"2660","RGCO","Utilities - Regulated Gas"
"2661","RBKB","Banks - Regional - US"
"2662","RYTM","Biotechnology"
"2663","RBBN","Telecom Services"
"2664","RIBT","Packaged Foods"
"2665","RELL","Electronics Distribution"
"2666","RIGL","Biotechnology"
"2667","RNET","Communication Equipment"
"2668","RMNI","Software - Application"
"2669","RIOT","Capital Markets"
"2670","REDU","Education &amp; Training Services"
"2671","RTTR","Biotechnology"
"2672","RVSB","Savings &amp; Cooperative Banks"
"2673","RIVE","Banks - Regional - US"
"2674","RCKT","Biotechnology"
"2675","RMTI","Drug Manufacturers - Major"
"2676","RCKY","Footwear &amp; Accessories"
"2677","RMCF","Confectioners"
"2678","ROKU","Pay TV"
"2679","ROSE","Oil &amp; Gas E&amp;P"
"2680","ROSEU","Oil &amp; Gas E&amp;P"
"2681","ROSEW",NA
"2682","ROST","Apparel Stores"
"2683","RGLD","Gold"
"2684","RTIX","Medical Devices"
"2685","RBCN","Semiconductor Equipment &amp; Materials"
"2686","RUBY","Biotechnology"
"2687","RMBL","Specialty Retail"
"2688","RUSHA","Auto &amp; Truck Dealerships"
"2689","RUSHB","Auto &amp; Truck Dealerships"
"2690","RUTH","Restaurants"
"2691","RYAAY","Airlines"
"2692","STBA","Banks - Regional - US"
"2693","SANW","Farm Products"
"2694","SCAC",NA
"2695","SCACU","Conglomerates"
"2696","SCACW",NA
"2697","SBRA","REIT - Healthcare Facilities"
"2698","SABR","Information Technology Services"
"2699","SAEX","Oil &amp; Gas Equipment &amp; Services"
"2700","SFET","Software - Application"
"2701","SAFT","Insurance - Property &amp; Casualty"
"2702","SGA","Broadcasting - Radio"
"2703","SAGE","Biotechnology"
"2704","SAIA","Trucking"
"2705","SALM","Broadcasting - Radio"
"2706","SAL","Banks - Regional - US"
"2707","SAFM","Packaged Foods"
"2708","SASR","Banks - Regional - US"
"2709","SGMO","Biotechnology"
"2710","SANM","Electronic Components"
"2711","GCVRZ",NA
"2712","SNY","Drug Manufacturers - Major"
"2713","SPNS","Software - Infrastructure"
"2714","SRPT","Biotechnology"
"2715","SVRA","Biotechnology"
"2716","SBFG","Banks - Regional - US"
"2717","SBFGP","Banks - Regional - US"
"2718","SBBX","Banks - Regional - US"
"2719","SBAC","Telecom Services"
"2720","SCSC","Computer Distribution"
"2721","SMIT","Scientific &amp; Technical Instruments"
"2722","SCHN","Steel"
"2723","SRRK","Biotechnology"
"2724","SCHL","Publishing"
"2725","SAMA","Conglomerates"
"2726","SAMAU","Conglomerates"
"2727","SAMAW",NA
"2728","SGMS","Gambling"
"2729","SCPH","Biotechnology"
"2730","WORX","Health Information Services"
"2731","SCYX","Drug Manufacturers - Specialty &amp; Generic"
"2732","SEAC","Software - Application"
"2733","SBCF","Banks - Regional - US"
"2734","STX","Data Storage"
"2735","SHIP","Shipping &amp; Ports"
"2736","SHIPW",NA
"2737","SHOS","Department Stores"
"2738","SPNE","Medical Devices"
"2739","SGEN","Biotechnology"
"2740","EYES","Medical Devices"
"2741","EYESW",NA
"2742","SECO","Specialty Retail"
"2743","SCWX","Software - Application"
"2744","SNFCA","Credit Services"
"2745","SEEL","Biotechnology"
"2746","SEIC","Asset Management"
"2747","SLCT","Banks - Regional - US"
"2748","SIC","Residential Construction"
"2749","SELB","Biotechnology"
"2750","SIGI","Insurance - Property &amp; Casualty"
"2751","SLS","Biotechnology"
"2752","LEDS","Semiconductor Memory"
"2753","SMTC","Semiconductors"
"2754","SENEA","Packaged Foods"
"2755","SENEB","Packaged Foods"
"2756","SNES","Agricultural Inputs"
"2757","SNH","REIT - Healthcare Facilities"
"2758","SNHNI",NA
"2759","SNHNL",NA
"2760","AIHS","Credit Services"
"2761","SRTS","Medical Devices"
"2762","SRTSW",NA
"2763","STNL","Conglomerates"
"2764","STNLU","Conglomerates"
"2765","STNLW",NA
"2766","SQBG","Apparel Manufacturing"
"2767","MCRB","Biotechnology"
"2768","SREV","Software - Infrastructure"
"2769","SFBS","Banks - Regional - US"
"2770","SESN","Biotechnology"
"2771","SVBI","Banks - Regional - US"
"2772","SGBX","Metal Fabrication"
"2773","SGOC","Consumer Electronics"
"2774","SMED","Waste Management"
"2775","SHSP","Marketing Services"
"2776","SHEN","Telecom Services"
"2777","PIXY","Staffing &amp; Outsourcing Services"
"2778","SHLO","Auto Parts"
"2779","TYHT","Drug Manufacturers - Specialty &amp; Generic"
"2780","SWAV","Medical Devices"
"2781","SCVL","Apparel Stores"
"2782","SHBI","Banks - Regional - US"
"2783","SSTI","Software - Application"
"2784","SFLY","Personal Services"
"2785","SIFI","Savings &amp; Cooperative Banks"
"2786","SIBN","Medical Devices"
"2787","SIEB","Capital Markets"
"2788","SNNA","Biotechnology"
"2789","SIEN","Medical Instruments &amp; Supplies"
"2790","BSRR","Banks - Regional - US"
"2791","SRRA","Biotechnology"
"2792","SWIR","Communication Equipment"
"2793","SIFY","Telecom Services"
"2794","SIGA","Biotechnology"
"2795","SGLB","Information Technology Services"
"2796","SGLBW",NA
"2797","SGMA","Contract Manufacturers"
"2798","SBNY","Banks - Regional - US"
"2799","SLGN","Packaging &amp; Containers"
"2800","SILC","Communication Equipment"
"2801","SLAB","Semiconductors"
"2802","SIMO","Semiconductors"
"2803","SAMG","Asset Management"
"2804","SSNT","Software - Application"
"2805","SFNC","Banks - Regional - US"
"2806","SLP","Health Information Services"
"2807","SINA","Internet Content &amp; Information"
"2808","SBGI","Broadcasting - TV"
"2809","SINO","Integrated Shipping &amp; Logistics"
"2810","SVA","Biotechnology"
"2811","SINT","Medical Devices"
"2812","SG","Insurance - Property &amp; Casualty"
"2813","SIRI","Broadcasting - Radio"
"2814","SITO","Telecom Services"
"2815","SKYS","Utilities - Independent Power Producers"
"2816","SKYW","Airlines"
"2817","SWKS","Semiconductors"
"2818","SNBR","Home Furnishings &amp; Fixtures"
"2819","SLM","Credit Services"
"2820","SLMBP","Credit Services"
"2821","SGH","Semiconductor Memory"
"2822","SND","Industrial Metals &amp; Minerals"
"2823","SMBK","Banks - Regional - US"
"2824","SMSI","Software - Application"
"2825","SMTX","Contract Manufacturers"
"2826","SRAX","Advertising Agencies"
"2827","SCKT","Computer Systems"
"2828","SOHU","Internet Content &amp; Information"
"2829","SLRC","Asset Management"
"2830","SUNS","Asset Management"
"2831","SEDG","Solar"
"2832","SLNO","Diagnostics &amp; Research"
"2833","SLNOW",NA
"2834","SLGL","Biotechnology"
"2835","SLDB","Drug Manufacturers - Specialty &amp; Generic"
"2836","SNGX","Biotechnology"
"2837","SNGXW",NA
"2838","SOLY","Medical Devices"
"2839","SNOA","Drug Manufacturers - Specialty &amp; Generic"
"2840","SNOAW",NA
"2841","SONO","Consumer Electronics"
"2842","SPHS","Biotechnology"
"2843","SORL","Auto Parts"
"2844","SRNE","Biotechnology"
"2845","SOHO","REIT - Hotel &amp; Motel"
"2846","SOHOB","REIT - Hotel &amp; Motel"
"2847","SOHOO","REIT - Hotel &amp; Motel"
"2848","SOHOK",NA
"2849","SFBC","Banks - Regional - US"
"2850","SSB","Banks - Regional - US"
"2851","SFST","Banks - Regional - US"
"2852","SMBC","Savings &amp; Cooperative Banks"
"2853","SONA","Banks - Regional - US"
"2854","SBSI","Banks - Regional - US"
"2855","SP","Business Services"
"2856","SGRP","Business Services"
"2857","SPKE","Utilities - Regulated Electric"
"2858","SPKEP","Utilities - Regulated Electric"
"2859","ONCE","Biotechnology"
"2860","SPAR","Truck Manufacturing"
"2861","SPTN","Food Distribution"
"2862","DWFI",NA
"2863","SPPI","Biotechnology"
"2864","SPRO","Biotechnology"
"2865","ANY","Software - Application"
"2866","SPEX","Business Services"
"2867","SPI","Solar"
"2868","SAVE","Airlines"
"2869","STXB","Banks - Regional - US"
"2870","SPLK","Software - Application"
"2871","SPOK","Telecom Services"
"2872","SPWH","Leisure"
"2873","SBPH","Biotechnology"
"2874","FUND","Asset Management"
"2875","SFM","Grocery Stores"
"2876","SPSC","Software - Application"
"2877","SSNC","Software - Infrastructure"
"2878","SSLJ","Home Improvement Stores"
"2879","SSRM","Gold"
"2880","STAA","Medical Instruments &amp; Supplies"
"2881","STAF","Staffing &amp; Outsourcing Services"
"2882","STMP","Software - Application"
"2883","STND","Banks - Regional - US"
"2884","SBLK","Shipping &amp; Ports"
"2885","SBLKZ",NA
"2886","SBUX","Restaurants"
"2887","STFC","Insurance - Property &amp; Casualty"
"2888","MITO","Biotechnology"
"2889","GASS","Shipping &amp; Ports"
"2890","STCN","Integrated Shipping &amp; Logistics"
"2891","STLD","Steel"
"2892","SMRT","Apparel Stores"
"2893","SBOT","Biotechnology"
"2894","STML","Biotechnology"
"2895","SRCL","Waste Management"
"2896","SBT","Banks - Regional - US"
"2897","STRL","Engineering &amp; Construction"
"2898","SHOO","Footwear &amp; Accessories"
"2899","SSFN","Banks - Regional - US"
"2900","SFIX","Specialty Retail"
"2901","SYBT","Banks - Regional - US"
"2902","BANX","Asset Management"
"2903","STNE","Software - Application"
"2904","SSKN","Medical Instruments &amp; Supplies"
"2905","SSYS","Computer Systems"
"2906","STRA","Education &amp; Training Services"
"2907","HNDL",NA
"2908","STRT","Auto Parts"
"2909","STRS","Real Estate - General"
"2910","STRM","Health Information Services"
"2911","SBBP","Biotechnology"
"2912","SUMR","Household &amp; Personal Products"
"2913","SMMF","Banks - Regional - US"
"2914","SSBI","Banks - Regional - US"
"2915","SMMT","Drug Manufacturers - Specialty &amp; Generic"
"2916","WISA","Semiconductors"
"2917","SNHY","Diversified Industrials"
"2918","SNDE","Oil &amp; Gas E&amp;P"
"2919","SNSS","Biotechnology"
"2920","STKL","Packaged Foods"
"2921","SPWR","Solar"
"2922","RUN","Solar"
"2923","SUNW","Solar"
"2924","SLGG","Electronic Gaming &amp; Multimedia"
"2925","SPCB","Security &amp; Protection Services"
"2926","SCON","Semiconductor Equipment &amp; Materials"
"2927","SGC","Apparel Manufacturing"
"2928","SUPN","Drug Manufacturers - Specialty &amp; Generic"
"2929","SPRT","Software - Infrastructure"
"2930","SURF","Biotechnology"
"2931","SGRY","Medical Care"
"2932","SRDX","Diagnostics &amp; Research"
"2933","STRO","Biotechnology"
"2934","SIVB","Banks - Regional - US"
"2935","SVMK","Software - Application"
"2936","SYKE","Information Technology Services"
"2937","SYMC","Software - Application"
"2938","SYNC","Internet Content &amp; Information"
"2939","SYNL","Steel"
"2940","SYNA","Software - Application"
"2941","SNCR","Software - Application"
"2942","SNDX","Biotechnology"
"2943","SYNH","Diagnostics &amp; Research"
"2944","SYBX","Biotechnology"
"2945","SNPS","Software - Application"
"2946","SES","Oil &amp; Gas Equipment &amp; Services"
"2947","THOR","Biotechnology"
"2948","SYPR","Auto Parts"
"2949","SYRS","Biotechnology"
"2950","TROW","Asset Management"
"2951","TTOO","Diagnostics &amp; Research"
"2952","TRHC","Health Information Services"
"2953","TCMD","Medical Devices"
"2954","TAIT","Electronics Distribution"
"2955","TLC","Biotechnology"
"2956","TTWO","Electronic Gaming &amp; Multimedia"
"2957","TLND","Software - Infrastructure"
"2958","TNDM","Medical Devices"
"2959","TLF","Footwear &amp; Accessories"
"2960","TANH","Coal"
"2961","TAOP","Information Technology Services"
"2962","TEDU","Education &amp; Training Services"
"2963","TH",NA
"2964","THWWW",NA
"2965","TRNX","Oil &amp; Gas Integrated"
"2966","TATT","Aerospace &amp; Defense"
"2967","TAYD","Diversified Industrials"
"2968","CGBD","Asset Management"
"2969","TCRR","Biotechnology"
"2970","AMTD","Capital Markets"
"2971","PETZ","Packaged Foods"
"2972","TECD","Computer Distribution"
"2973","TCCO","Communication Equipment"
"2974","TTGT","Internet Content &amp; Information"
"2975","TGLS","Building Materials"
"2976","TGEN","Building Materials"
"2977","TNAV","Internet Content &amp; Information"
"2978","TLGT","Drug Manufacturers - Specialty &amp; Generic"
"2979","TELL","Oil &amp; Gas E&amp;P"
"2980","TENB","Software - Infrastructure"
"2981","TENX","Biotechnology"
"2982","TZAC","Asset Management"
"2983","TZACU","Asset Management"
"2984","TZACW",NA
"2985","TER","Semiconductor Equipment &amp; Materials"
"2986","TERP","Utilities - Independent Power Producers"
"2987","TBNK","Savings &amp; Cooperative Banks"
"2988","TSLA","Auto Manufacturers"
"2989","TESS","Communication Equipment"
"2990","TTEK","Engineering &amp; Construction"
"2991","TTPH","Biotechnology"
"2992","TCBI","Banks - Regional - US"
"2993","TCBIL",NA
"2994","TCBIP","Banks - Regional - US"
"2995","TXN","Semiconductors"
"2996","TXRH","Restaurants"
"2997","TFSL","Banks - Regional - US"
"2998","TGTX","Biotechnology"
"2999","WTER","Beverages - Soft Drinks"
"3000","ANDE","Food Distribution"
"3001","TBBK","Banks - Regional - US"
"3002","BPRN","Banks - Regional - US"
"3003","CG","Asset Management"
"3004","TCGP",NA
"3005","CAKE","Restaurants"
"3006","CHEF","Food Distribution"
"3007","TCFC","Banks - Regional - US"
"3008","DSGX","Software - Application"
"3009","DXYN","Textile Manufacturing"
"3010","ENSG","Long-Term Care Facilities"
"3011","XONE","Diversified Industrials"
"3012","FBMS","Banks - Regional - US"
"3013","FLIC","Banks - Regional - US"
"3014","GT","Rubber &amp; Plastics"
"3015","HABT","Restaurants"
"3016","HCKT","Business Services"
"3017","HAIN","Packaged Foods"
"3018","CUBA","Asset Management"
"3019","INTG","Real Estate Services"
"3020","JYNT","Medical Care"
"3021","KEYW","Software - Application"
"3022","KHC","Packaged Foods"
"3023","OLD",NA
"3024","LOVE","Home Furnishings &amp; Fixtures"
"3025","MSG","Leisure"
"3026","MDCO","Drug Manufacturers - Specialty &amp; Generic"
"3027","MEET","Internet Content &amp; Information"
"3028","MIK","Specialty Retail"
"3029","MIDD","Diversified Industrials"
"3030","NAVG","Insurance - Property &amp; Casualty"
"3031","SLIM",NA
"3032","STKS","Restaurants"
"3033","ORG",NA
"3034","PRSC","Medical Care"
"3035","RMR","Real Estate Services"
"3036","SMPL","Packaged Foods"
"3037","TSG","Gambling"
"3038","TTD","Software - Application"
"3039","ULTI","Software - Infrastructure"
"3040","YORW","Utilities - Regulated Water"
"3041","NCTY","Electronic Gaming &amp; Multimedia"
"3042","TXMD","Drug Manufacturers - Major"
"3043","TRPX","Biotechnology"
"3044","TBPH","Biotechnology"
"3045","TST","Capital Markets"
"3046","TCRD","Asset Management"
"3047","TBRG","Conglomerates"
"3048","TBRGU","Conglomerates"
"3049","TBRGW",NA
"3050","TIBR","Conglomerates"
"3051","TIBRU","Conglomerates"
"3052","TIBRW",NA
"3053","TTTN",NA
"3054","TTS","Home Improvement Stores"
"3055","TLRY","Drug Manufacturers - Specialty &amp; Generic"
"3056","TSBK","Savings &amp; Cooperative Banks"
"3057","TIPT","Insurance - Specialty"
"3058","TITN","Industrial Distribution"
"3059","TMDI","Medical Devices"
"3060","TTNP","Biotechnology"
"3061","TVTY","Medical Care"
"3062","TIVO","Software - Application"
"3063","TLSA","Biotechnology"
"3064","TKKS","Conglomerates"
"3065","TKKSR",NA
"3066","TKKSU","Conglomerates"
"3067","TKKSW",NA
"3068","TMUS","Telecom Services"
"3069","TMSR","Conglomerates"
"3070","TOCA","Biotechnology"
"3071","TNXP","Biotechnology"
"3072","TISA","Software - Application"
"3073","TOPS","Shipping &amp; Ports"
"3074","TRCH","Oil &amp; Gas E&amp;P"
"3075","TRMD","Shipping &amp; Ports"
"3076","TOTA","Conglomerates"
"3077","TOTAR",NA
"3078","TOTAU","Conglomerates"
"3079","TOTAW",NA
"3080","TBLT","Tools &amp; Accessories"
"3081","TBLTU","Tools &amp; Accessories"
"3082","TBLTW",NA
"3083","TSEM","Semiconductors"
"3084","CLUB","Leisure"
"3085","TOWN","Banks - Regional - US"
"3086","TPIC","Diversified Industrials"
"3087","TCON","Biotechnology"
"3088","TSCO","Specialty Retail"
"3089","TWMC","Specialty Retail"
"3090","TACT","Computer Systems"
"3091","TRNS","Scientific &amp; Technical Instruments"
"3092","TGA","Oil &amp; Gas E&amp;P"
"3093","TBIO","Biotechnology"
"3094","TA","Specialty Retail"
"3095","TANNI",NA
"3096","TANNL",NA
"3097","TANNZ",NA
"3098","TZOO","Internet Content &amp; Information"
"3099","TRMT","REIT - Diversified"
"3100","TRVN","Biotechnology"
"3101","TPCO","Publishing"
"3102","TCDA","Drug Manufacturers - Specialty &amp; Generic"
"3103","TCBK","Banks - Regional - US"
"3104","TDAC","Conglomerates"
"3105","TDACU","Conglomerates"
"3106","TDACW",NA
"3107","TRIL","Biotechnology"
"3108","TRS","Diversified Industrials"
"3109","TRMB","Scientific &amp; Technical Instruments"
"3110","TRIB","Diagnostics &amp; Research"
"3111","TMCX","Conglomerates"
"3112","TMCXU","Conglomerates"
"3113","TMCXW",NA
"3114","TRIP","Leisure"
"3115","TSC","Banks - Regional - US"
"3116","TSCAP","Banks - Regional - US"
"3117","TBK","Banks - Regional - US"
"3118","TRVG","Leisure"
"3119","TROV","Diagnostics &amp; Research"
"3120","TRUE","Internet Content &amp; Information"
"3121","THST","Beverages - Wineries &amp; Distilleries"
"3122","TRUP","Insurance - Specialty"
"3123","TRST","Banks - Regional - US"
"3124","TRMK","Banks - Regional - US"
"3125","TSRI","Software - Application"
"3126","TTEC","Business Services"
"3127","TTMI","Contract Manufacturers"
"3128","TC","Internet Content &amp; Information"
"3129","TCX","Internet Content &amp; Information"
"3130","TUES","Discount Stores"
"3131","TOUR","Leisure"
"3132","HEAR","Communication Equipment"
"3133","THCBU",NA
"3134","TWLV","Conglomerates"
"3135","TWLVR",NA
"3136","TWLVU","Conglomerates"
"3137","TWLVW",NA
"3138","TWIN","Diversified Industrials"
"3139","TWST","Diagnostics &amp; Research"
"3140","TRCB","Banks - Regional - US"
"3141","TYME","Biotechnology"
"3142","USCR","Building Materials"
"3143","PRTS","Specialty Retail"
"3144","USEG","Oil &amp; Gas E&amp;P"
"3145","GROW","Asset Management"
"3146","USAU","Gold"
"3147","USWS","Diversified Industrials"
"3148","USWSW",NA
"3149","UBNT","Communication Equipment"
"3150","UFPT","Packaging &amp; Containers"
"3151","ULTA","Specialty Retail"
"3152","UCTT","Semiconductor Equipment &amp; Materials"
"3153","UPL","Oil &amp; Gas E&amp;P"
"3154","RARE","Biotechnology"
"3155","ULBI","Diversified Industrials"
"3156","UMBF","Banks - Regional - US"
"3157","UMPQ","Banks - Regional - US"
"3158","UNAM","Insurance - Property &amp; Casualty"
"3159","UBSH","Banks - Regional - US"
"3160","UNB","Banks - Regional - US"
"3161","QURE","Biotechnology"
"3162","UBCP","Banks - Regional - US"
"3163","UBOH","Banks - Regional - US"
"3164","UBSI","Banks - Regional - US"
"3165","UCBI","Banks - Regional - US"
"3166","UCFC","Savings &amp; Cooperative Banks"
"3167","UAL","Airlines"
"3168","UBNK","Savings &amp; Cooperative Banks"
