"","Symbol","industry"
"895","DLR^K",NA
"896","DDS","Department Stores"
"897","DDT",NA
"898","DIN","Restaurants"
"899","DPLO","Drug Manufacturers - Specialty & Generic"
"900","DFS","Credit Services"
"901","DNI","Asset Management"
"902","DLB","Media - Diversified"
"903","DG","Discount Stores"
"904","D","Utilities - Diversified"
"905","DCUD",NA
"906","DRUA",NA
"907","DPZ","Restaurants"
"908","UFS","Paper & Paper Products"
"909","DCI","Diversified Industrials"
"910","DFIN","Capital Markets"
"911","LPG","Shipping & Ports"
"912","DSL","Asset Management"
"913","DBL","Asset Management"
"914","PLOW","Auto Parts"
"915","DEI","REIT - Office"
"916","DOV","Diversified Industrials"
"917","DDE","Gambling"
"918","DVD","Leisure"
"919","DOW$",NA
"920","DWDP","Chemicals"
"921","DWDP$",NA
"922","RDY","Drug Manufacturers - Specialty & Generic"
"923","DRD","Gold"
"924","DCF",NA
"925","DHF","Asset Management"
"926","DMB","Asset Management"
"927","DSM","Asset Management"
"928","LEO","Asset Management"
"929","DRQ","Oil & Gas Equipment & Services"
"930","DS","Leisure"
"931","DS^B",NA
"932","DS^C",NA
"933","DS^D",NA
"934","DSW","Apparel Stores"
"935","DTE","Utilities - Regulated Electric"
"936","DTJ",NA
"937","DTQ",NA
"938","DTV",NA
"939","DTW",NA
"940","DTY",NA
"941","DCO","Aerospace & Defense"
"942","DPG","Asset Management"
"943","DSE","Asset Management"
"944","DNP","Asset Management"
"945","DTF","Asset Management"
"946","DUC","Asset Management"
"947","DUK","Utilities - Regulated Electric"
"948","DUKB",NA
"949","DUKH",NA
"950","DRE","REIT - Industrial"
"951","DXC","Information Technology Services"
"952","DY","Engineering & Construction"
"953","DLNG","Shipping & Ports"
"954","DLNG^A",NA
"955","DLNG^B",NA
"956","DX","REIT - Residential"
"957","DX^A",NA
"958","DX^B",NA
"959","DD^A",NA
"960","DD^B",NA
"961","ELF","Household & Personal Products"
"962","EGIF","Asset Management"
"963","EXP","Building Materials"
"964","ECC           ","Asset Management"
"965","ECCA","Asset Management"
"966","ECCB","Asset Management"
"967","ECCX",NA
"968","ECCY",NA
"969","ESTE","Oil & Gas E&P"
"970","DEA","REIT - Office"
"971","EGP","REIT - Industrial"
"972","EMN","Chemicals"
"973","KODK","Consumer Electronics"
"974","ETN","Diversified Industrials"
"975","ETV","Asset Management"
"976","ETW","Asset Management"
"977","EV","Asset Management"
"978","EOI","Asset Management"
"979","EOS","Asset Management"
"980","EFT","Asset Management"
"981","EFL",NA
"982","EFF","Asset Management"
"983","EHT","Asset Management"
"984","ETX           ","Asset Management"
"985","EOT","Asset Management"
"986","EVN","Asset Management"
"987","ETJ","Asset Management"
"988","EFR","Asset Management"
"989","EVF","Asset Management"
"990","EVG","Asset Management"
"991","EVT","Asset Management"
"992","ETO","Asset Management"
"993","ETG","Asset Management"
"994","ETB","Asset Management"
"995","EXD","Asset Management"
"996","ETY","Asset Management"
"997","EXG","Asset Management"
"998","ECT","Oil & Gas Integrated"
"999","ECL","Specialty Chemicals"
"1000","EC","Oil & Gas Integrated"
"1001","EIX","Utilities - Regulated Electric"
"1002","EW","Medical Devices"
"1003","EHIC","Rental &amp; Leasing Services"
"1004","EP^C",NA
"1005","EE","Utilities - Regulated Electric"
"1006","ELAN","Drug Manufacturers - Specialty &amp; Generic"
"1007","ESTC","Software - Application"
"1008","EGO","Gold"
"1009","ESI","Specialty Chemicals"
"1010","ELVT","Credit Services"
"1011","LLY","Drug Manufacturers - Major"
"1012","ELLI","Software - Application"
"1013","EFC","Specialty Finance"
"1014","EARN","REIT - Residential"
"1015","AKO.A",NA
"1016","AKO.B",NA
"1017","ERJ","Aerospace &amp; Defense"
"1018","EME","Engineering &amp; Construction"
"1019","EEX","Business Services"
"1020","EMES","Industrial Metals &amp; Minerals"
"1021","EBS","Biotechnology"
"1022","EMR","Diversified Industrials"
"1023","ESRT","REIT - Diversified"
"1024","EIG","Insurance - Specialty"
"1025","EDN","Utilities - Regulated Electric"
"1026","ENBL","Oil &amp; Gas Midstream"
"1027","ENB","Oil &amp; Gas Midstream"
"1028","ENBA",NA
"1029","ECA","Oil &amp; Gas E&amp;P"
"1030","EHC","Medical Care"
"1031","DAVA","Software - Infrastructure"
"1032","EXK","Silver"
"1033","ENIA","Utilities - Regulated Electric"
"1034","ENIC","Utilities - Regulated Electric"
"1035","ENR","Electronic Components"
"1036","ENR^A",NA
"1037","EPC","Household &amp; Personal Products"
"1038","ET","Oil &amp; Gas Midstream"
"1039","ETP^C",NA
"1040","ETP^D",NA
"1041","ERF","Oil &amp; Gas E&amp;P"
"1042","ENS","Electronic Components"
"1043","E","Oil &amp; Gas Integrated"
"1044","ENLC","Oil &amp; Gas Midstream"
"1045","EBF","Business Equipment"
"1046","ENVA","Credit Services"
"1047","NPO","Diversified Industrials"
"1048","ESV","Oil &amp; Gas Drilling"
"1049","ETM","Broadcasting - Radio"
"1050","EAB",NA
"1051","EAE",NA
"1052","EAI",NA
"1053","ETR","Utilities - Diversified"
"1054","ELC",NA
"1055","ELJ",NA
"1056","ELU",NA
"1057","EMP",NA
"1058","ENJ",NA
"1059","ENO",NA
"1060","EZT",NA
"1061","EPD","Oil &amp; Gas Midstream"
"1062","EVC","Broadcasting - TV"
"1063","ENV","Capital Markets"
"1064","EVA","Lumber &amp; Wood Production"
"1065","ENZ","Diagnostics &amp; Research"
"1066","EOG","Oil &amp; Gas E&amp;P"
"1067","EPE","Oil &amp; Gas E&amp;P"
"1068","EPAM","Information Technology Services"
"1069","EPR","REIT - Retail"
"1070","EPR^C",NA
"1071","EPR^E",NA
"1072","EPR^G",NA
"1073","EQM","Oil &amp; Gas Midstream"
"1074","EQT","Oil &amp; Gas E&amp;P"
"1075","EFX","Business Services"
"1076","EQNR","Oil &amp; Gas Integrated"
"1077","ETRN","Oil &amp; Gas Midstream"
"1078","EQC","REIT - Office"
"1079","EQC^D",NA
"1080","ELS","REIT - Residential"
"1081","EQR","REIT - Residential"
"1082","EQS","Asset Management"
"1083","ERA","Airports &amp; Air Services"
"1084","EROS","Media - Diversified"
"1085","ESE","Scientific &amp; Technical Instruments"
"1086","ESNT","Specialty Finance"
"1087","EPRT","REIT - Diversified"
"1088","ESS","REIT - Residential"
"1089","EL","Household &amp; Personal Products"
"1090","ETH","Home Furnishings &amp; Fixtures"
"1091","EURN","Integrated Shipping &amp; Logistics"
"1092","EEA","Asset Management"
"1093","EB","Software - Application"
"1094","EVR","Capital Markets"
"1095","RE","Insurance - Reinsurance"
"1096","EVRG","Utilities - Regulated Electric"
"1097","EVRI","Gambling"
"1098","ES","Utilities - Regulated Electric"
"1099","EVTC","Software - Infrastructure"
"1100","EVH","Health Information Services"
"1101","AQUA","Pollution &amp; Treatment Controls"
"1102","XAN","REIT - Diversified"
"1103","XAN^C",NA
"1104","EXC","Utilities - Diversified"
"1105","EXPR","Apparel Stores"
"1106","EXTN","Oil &amp; Gas Equipment &amp; Services"
"1107","EXR","REIT - Industrial"
"1108","XOM","Oil &amp; Gas Integrated"
"1109","FNB","Banks - Regional - US"
"1110","FNB^E",NA
"1111","FN","Consumer Electronics"
"1112","FDS","Capital Markets"
"1113","FICO","Software - Infrastructure"
"1114","SFUN","Internet Content &amp; Information"
"1115","FPAC","Conglomerates"
"1116","FPAC.U",NA
"1117","FPAC.WS",NA
"1118","FTCH",NA
"1119","FPI","REIT - Diversified"
"1120","FPI^B",NA
"1121","FBK","Banks - Regional - US"
"1122","FFG","Insurance - Life"
"1123","AGM","Credit Services"
"1124","AGM.A",NA
"1125","AGM^A",NA
"1126","AGM^B",NA
"1127","AGM^C",NA
"1128","FRT","REIT - Retail"
"1129","FRT^C",NA
"1130","FSS","Pollution &amp; Treatment Controls"
"1131","FII","Asset Management"
"1132","FMN","Asset Management"
"1133","FDX","Integrated Shipping &amp; Logistics"
"1134","RACE","Auto Manufacturers"
"1135","FGP","Oil &amp; Gas Refining &amp; Marketing"
"1136","FOE","Specialty Chemicals"
"1137","FG","Insurance - Life"
"1138","FG.WS",NA
"1139","FCAU","Auto Manufacturers"
"1140","FNF","Insurance - Specialty"
"1141","FIS","Business Services"
"1142","FMO","Asset Management"
"1143","FAF","Insurance - Specialty"
"1144","FBP","Banks - Regional - US"
"1145","FCF","Banks - Regional - US"
"1146","FDC","Business Services"
"1147","FHN","Banks - Regional - US"
"1148","FHN^A",NA
"1149","FR","REIT - Industrial"
"1150","AG","Silver"
"1151","FRC","Banks - Regional - US"
"1152","FRC^D",NA
"1153","FRC^F",NA
"1154","FRC^G",NA
"1155","FRC^H",NA
"1156","FRC^I",NA
"1157","FFA","Asset Management"
"1158","FMY","Asset Management"
"1159","FDEU","Asset Management"
"1160","FIF","Asset Management"
"1161","FSD","Asset Management"
"1162","FPF","Asset Management"
"1163","FEI           ","Asset Management"
"1164","FPL","Asset Management"
"1165","FIV","Asset Management"
"1166","FCT","Asset Management"
"1167","FGB","Asset Management"
"1168","FEO","Asset Management"
"1169","FAM","Asset Management"
"1170","FE","Utilities - Diversified"
"1171","FIT","Scientific &amp; Technical Instruments"
"1172","FPH","Real Estate - General"
"1173","FBC","Savings &amp; Cooperative Banks"
"1174","DFP","Asset Management"
"1175","PFD","Asset Management"
"1176","PFO","Asset Management"
"1177","FFC","Asset Management"
"1178","FLC","Asset Management"
"1179","FLT","Business Services"
"1180","FND","Home Improvement Stores"
"1181","FTK","Oil &amp; Gas Equipment &amp; Services"
"1182","FLO","Packaged Foods"
"1183","FLS","Diversified Industrials"
"1184","FLR","Engineering &amp; Construction"
"1185","FLY","Rental &amp; Leasing Services"
"1186","FMC","Agricultural Inputs"
"1187","FMX","Beverages - Brewers"
"1188","FL","Footwear &amp; Accessories"
"1189","F","Auto Manufacturers"
"1190","FELP","Coal"
"1191","FOR","Real Estate - General"
"1192","FTS","Utilities - Regulated Electric"
"1193","FTV","Scientific &amp; Technical Instruments"
"1194","FTV^A",NA
"1195","FTAI","Rental &amp; Leasing Services"
"1196","FSM","Silver"
"1197","FBHS","Home Furnishings &amp; Fixtures"
"1198","FET","Oil &amp; Gas Equipment &amp; Services"
"1199","FBM","Industrial Distribution"
"1200","FCPT","REIT - Hotel &amp; Motel"
"1201","FEDU","Education &amp; Training Services"
"1202","FNV","Gold"
"1203","FC","Education &amp; Training Services"
"1204","FSB","Banks - Regional - US"
"1205","BEN","Asset Management"
"1206","FT","Asset Management"
"1207","FI","Oil &amp; Gas Equipment &amp; Services"
"1208","FCX","Copper"
"1209","FMS","Medical Care"
"1210","FDP","Farm Products"
"1211","RESI","REIT - Residential"
"1212","FRO","Shipping &amp; Ports"
"1213","FSK","Asset Management"
"1214","FCN","Business Services"
"1215","FTSI","Oil &amp; Gas Equipment &amp; Services"
"1216","FF","Chemicals"
"1217","GCV","Asset Management"
"1218","GCV^B",NA
"1219","GDV","Asset Management"
"1220","GDV^A",NA
"1221","GDV^D",NA
"1222","GDV^G",NA
"1223","GAB","Asset Management"
"1224","GAB^D",NA
"1225","GAB^G",NA
"1226","GAB^H",NA
"1227","GAB^J",NA
"1228","GGZ","Asset Management"
"1229","GGZ^A",NA
"1230","GGT","Asset Management"
"1231","GGT^B",NA
"1232","GGT^E",NA
"1233","GUT","Asset Management"
"1234","GUT^A",NA
"1235","GUT^C",NA
"1236","GCAP","Capital Markets"
"1237","GBL","Asset Management"
"1238","GNT","Asset Management"
"1239","GNT^A",NA
"1240","GME","Specialty Retail"
"1241","GPS","Apparel Stores"
"1242","GDI","Scientific &amp; Technical Instruments"
"1243","GTX","Auto Parts"
"1244","IT","Information Technology Services"
"1245","GLOG","Shipping &amp; Ports"
"1246","GLOG^A",NA
"1247","GLOP","Oil &amp; Gas Midstream"
"1248","GLOP^A",NA
"1249","GLOP^B",NA
"1250","GLOP^C",NA
"1251","GTES","Diversified Industrials"
"1252","GATX","Rental &amp; Leasing Services"
"1253","GMTA",NA
"1254","GCP","Specialty Chemicals"
"1255","GNK","Shipping &amp; Ports"
"1256","GNRC","Diversified Industrials"
"1257","GAM","Asset Management"
"1258","GAM^B",NA
"1259","GD","Aerospace &amp; Defense"
"1260","GE","Diversified Industrials"
"1261","GIS","Packaged Foods"
"1262","GM","Auto Manufacturers"
"1263","GM.WS.B",NA
"1264","GCO","Apparel Stores"
"1265","GWR","Railroads"
"1266","GEL","Oil &amp; Gas Midstream"
"1267","GEN           ","Long-Term Care Facilities"
"1268","GNE","Oil &amp; Gas E&amp;P"
"1269","GNE^A",NA
"1270","G","Business Services"
"1271","GPC","Specialty Retail"
"1272","GNW","Insurance - Diversified"
"1273","GEO","REIT - Healthcare Facilities"
"1274","GPRK","Oil &amp; Gas E&amp;P"
"1275","GPJA",NA
"1276","GGB","Steel"
"1277","GTY","REIT - Retail"
"1278","GIG","Conglomerates"
"1279","GIG.U",NA
"1280","GIG.WS",NA
"1281","GIG~",NA
"1282","GIL","Apparel Manufacturing"
"1283","GLT","Paper &amp; Paper Products"
"1284","GKOS","Medical Instruments &amp; Supplies"
"1285","GSK","Drug Manufacturers - Major"
"1286","BRSS","Metal Fabrication"
"1287","CO","Biotechnology"
"1288","GMRE",NA
"1289","GMRE^A",NA
"1290","GNL","REIT - Diversified"
"1291","GNL^A",NA
"1292","GLP","Oil &amp; Gas Midstream"
"1293","GLP^A",NA
"1294","GPN","Business Services"
"1295","GSL","Shipping &amp; Ports"
"1296","GSL^B",NA
"1297","GLOB","Information Technology Services"
"1298","GMED","Medical Devices"
"1299","GMS","Building Materials"
"1300","GNC","Pharmaceutical Retailers"
"1301","GDDY","Internet Content &amp; Information"
"1302","GOL","Airlines"
"1303","GFI","Gold"
"1304","GG","Gold"
"1305","GSBD","Credit Services"
"1306","GS","Capital Markets"
"1307","GS^A",NA
"1308","GS^B",NA
"1309","GS^C",NA
"1310","GS^D",NA
"1311","GS^J",NA
"1312","GS^K",NA
"1313","GS^N",NA
"1314","GER","Asset Management"
"1315","GMZ","Asset Management"
"1316","GRC","Diversified Industrials"
"1317","GPX","Education &amp; Training Services"
"1318","GGG","Diversified Industrials"
"1319","GRAF","Conglomerates"
"1320","GRAF.U",NA
"1321","GRAF.WS",NA
"1322","EAF","Diversified Industrials"
"1323","GHM","Metal Fabrication"
"1324","GHC","Education &amp; Training Services"
"1325","GRAM","Engineering &amp; Construction"
"1326","GVA","Engineering &amp; Construction"
"1327","GPMT","REIT - Residential"
"1328","GRP.U",NA
"1329","GPK","Packaging &amp; Containers"
"1330","GTN","Broadcasting - TV"
"1331","GTN.A",NA
"1332","AJX","REIT - Diversified"
"1333","AJXA",NA
"1334","GWB","Banks - Regional - US"
"1335","GDOT","Credit Services"
"1336","GBX","Railroads"
"1337","GHL","Capital Markets"
"1338","GHG","Lodging"
"1339","GEF","Packaging &amp; Containers"
"1340","GEF.B",NA
"1341","GFF","Building Materials"
"1342","GPI","Auto &amp; Truck Dealerships"
"1343","GRUB","Internet Content &amp; Information"
"1344","PAC","Airports &amp; Air Services"
"1345","ASR","Airports &amp; Air Services"
"1346","AVAL","Banks - Regional - Latin America"
"1347","SUPV","Banks - Regional - Latin America"
"1348","TV","Broadcasting - TV"
"1349","GSAH","Conglomerates"
"1350","GSAH.U",NA
"1351","GSAH.WS",NA
"1352","GTT","Telecom Services"
"1353","GSH","Railroads"
"1354","GES","Apparel Stores"
"1355","GGM","Asset Management"
"1356","GPM","Asset Management"
"1357","GOF","Asset Management"
"1358","GBAB","Asset Management"
"1359","GWRE","Software - Infrastructure"
"1360","HRB","Personal Services"
"1361","FUL","Specialty Chemicals"
"1362","HAE","Medical Instruments &amp; Supplies"
"1363","HK","Oil &amp; Gas E&amp;P"
"1364","HK.WS",NA
"1365","HAL","Oil &amp; Gas Equipment &amp; Services"
"1366","HBB","Consumer Electronics"
"1367","HBI","Apparel Manufacturing"
"1368","HNGR","Medical Care"
"1369","HASI","REIT - Diversified"
"1370","HOG","Recreational Vehicles"
"1371","HMY","Gold"
"1372","HRS","Communication Equipment"
"1373","HSC","Industrial Metals &amp; Minerals"
"1374","HHS","Marketing Services"
"1375","HGH",NA
"1376","HIG","Insurance - Diversified"
"1377","HIG.WS",NA
"1378","HIG^G",NA
"1379","HVT","Home Improvement Stores"
"1380","HVT.A",NA
"1381","HE","Utilities - Regulated Electric"
"1382","HE^U",NA
"1383","HCHC","Telecom Services"
"1384","HCA","Medical Care"
"1385","HCI","Insurance - Property &amp; Casualty"
"1386","HCP","REIT - Healthcare Facilities"
"1387","HDB","Banks - Regional - Asia"
"1388","HR","REIT - Healthcare Facilities"
"1389","HTA","REIT - Healthcare Facilities"
"1390","HL","Gold"
"1391","HL^B",NA
"1392","HEI","Aerospace &amp; Defense"
"1393","HEI.A",NA
"1394","HLX","Oil &amp; Gas Equipment &amp; Services"
"1395","HP","Oil &amp; Gas Drilling"
"1396","HLF","Household &amp; Personal Products"
"1397","HRI","Rental &amp; Leasing Services"
"1398","HCXY",NA
"1399","HCXZ",NA
"1400","HTGC","Specialty Finance"
"1401","HRTG","Insurance - Property &amp; Casualty"
"1402","HT","REIT - Hotel &amp; Motel"
"1403","HT^C",NA
"1404","HT^D",NA
"1405","HT^E",NA
"1406","HSY","Confectioners"
"1407","HTZ","Rental &amp; Leasing Services"
"1408","HES","Oil &amp; Gas E&amp;P"
"1409","HESM","Oil &amp; Gas Midstream"
"1410","HPE","Communication Equipment"
"1411","HXL","Aerospace &amp; Defense"
"1412","HF","Real Estate Services"
"1413","HCLP","Industrial Metals &amp; Minerals"
"1414","PCF","Asset Management"
"1415","HFRO","Asset Management"
"1416","HGLB",NA
"1417","HPR","Oil &amp; Gas E&amp;P"
"1418","HIW","REIT - Office"
"1419","HIL","Business Services"
"1420","HI","Diversified Industrials"
"1421","HRC","Medical Instruments &amp; Supplies"
"1422","HTH","Banks - Regional - US"
"1423","HGV","Resorts &amp; Casinos"
"1424","HLT","Lodging"
"1425","HNI","Business Equipment"
"1426","HMLP","Shipping &amp; Ports"
"1427","HMLP^A",NA
"1428","HEP","Oil &amp; Gas Midstream"
"1429","HFC","Oil &amp; Gas Refining &amp; Marketing"
"1430","HD","Home Improvement Stores"
"1431","HMC","Auto Manufacturers"
"1432","HON","Diversified Industrials"
"1433","HMN","Insurance - Diversified"
"1434","HZN","Auto Parts"
"1435","HTFA",NA
"1436","HRL","Packaged Foods"
"1437","HOS","Oil &amp; Gas Equipment &amp; Services"
"1438","HST","REIT - Hotel &amp; Motel"
"1439","HLI","Capital Markets"
"1440","HOV","Residential Construction"
"1441","HHC","Real Estate - General"
"1442","HPQ","Computer Systems"
"1443","HSBC","Banks - Global"
"1444","HSBC^A",NA
"1445","HMI","Scientific &amp; Technical Instruments"
"1446","HNP","Utilities - Independent Power Producers"
"1447","HUBB","Electronic Components"
"1448","HUBS","Software - Application"
"1449","HBM","Copper"
"1450","HUD","Specialty Retail"
"1451","HPP","REIT - Office"
"1452","HUM","Health Care Plans"
"1453","HCFT","REIT - Residential"
"1454","HII","Aerospace &amp; Defense"
"1455","HUN","Chemicals"
"1456","HUYA","Media - Diversified"
"1457","H","Lodging"
"1458","HY","Truck Manufacturing"
"1459","IAG","Gold"
"1460","IBN","Banks - Regional - Asia"
"1461","IDA","Utilities - Regulated Electric"
"1462","IEX","Diversified Industrials"
"1463","IDT","Telecom Services"
"1464","ITW","Diversified Industrials"
"1465","IMAX","Media - Diversified"
"1466","ICD","Oil &amp; Gas Drilling"
"1467","IHC","Insurance - Life"
"1468","IRT","REIT - Residential"
"1469","IFN","Asset Management"
"1470","IBA","Farm Products"
"1471","INFY","Information Technology Services"
"1472","HIFR","REIT - Diversified"
"1473","ING","Banks - Global"
"1474","ISF",NA
"1475","ISG",NA
"1476","IR","Diversified Industrials"
"1477","NGVT","Specialty Chemicals"
"1478","INGR","Packaged Foods"
"1479","IIPR","REIT - Industrial"
"1480","IIPR^A",NA
"1481","IPHI","Semiconductors"
"1482","INSI","Asset Management"
"1483","NSP","Staffing &amp; Outsourcing Services"
"1484","INSP","Medical Devices"
"1485","IBP","Building Materials"
"1486","INST","Software - Application"
"1487","ITGR","Medical Devices"
"1488","I","Telecom Services"
"1489","ICE","Financial Exchanges"
"1490","IHG","Lodging"
"1491","IBM","Information Technology Services"
"1492","IFF","Specialty Chemicals"
"1493","IFFT",NA
"1494","IGT","Gambling"
"1495","IP","Packaging &amp; Containers"
"1496","INSW","Shipping &amp; Ports"
"1497","INSW^A",NA
"1498","IPG","Advertising Agencies"
"1499","INXN","Internet Content &amp; Information"
"1500","IPI","Agricultural Inputs"
"1501","IVC","Medical Devices"
"1502","VBF","Asset Management"
"1503","VCV","Asset Management"
"1504","VTA","Asset Management"
"1505","IHIT","Asset Management"
"1506","IHTA",NA
"1507","VLT","Asset Management"
"1508","IVR","REIT - Diversified"
"1509","IVR^B",NA
"1510","IVR^C",NA
"1511","IVR^A",NA
"1512","OIA","Asset Management"
"1513","VMO","Asset Management"
"1514","VKQ","Asset Management"
"1515","VPV","Asset Management"
"1516","IVZ","Asset Management"
"1517","IQI","Asset Management"
"1518","VVR","Asset Management"
"1519","VTN","Asset Management"
"1520","VGM","Asset Management"
"1521","IIM","Asset Management"
"1522","IRET","REIT - Residential"
"1523","IRET^C",NA
"1524","NVTA","Diagnostics &amp; Research"
"1525","INVH","REIT - Residential"
"1526","IO","Oil &amp; Gas Equipment &amp; Services"
"1527","IQV","Diagnostics &amp; Research"
"1528","IRM","Business Services"
"1529","IRS","Real Estate - General"
"1530","ICL","Agricultural Inputs"
"1531","STAR          ","REIT - Diversified"
"1532","STAR^D",NA
"1533","STAR^G",NA
"1534","STAR^I",NA
"1535","ITCB","Banks - Regional - Latin America"
"1536","ITUB","Banks - Regional - Latin America"
"1537","ITT","Diversified Industrials"
"1538","IVH","Asset Management"
"1539","JPM","Banks - Global"
"1540","JPM^A",NA
"1541","JPM^C",NA
"1542","JPM^D",NA
"1543","JPM^E",NA
"1544","JPM^F",NA
"1545","JPM^G",NA
"1546","JPM^H",NA
"1547","JAX","Restaurants"
"1548","JILL","Apparel Stores"
"1549","JCP","Department Stores"
"1550","SJM","Packaged Foods"
"1551","JBL","Contract Manufacturers"
"1552","JEC","Engineering &amp; Construction"
"1553","JAG","Oil &amp; Gas E&amp;P"
"1554","JHX","Building Materials"
"1555","JHG","Asset Management"
"1556","JOF","Asset Management"
"1557","JBGS","REIT - Diversified"
"1558","JEF","Asset Management"
"1559","JELD","Building Materials"
"1560","JCAP","REIT - Industrial"
"1561","JCAP^B",NA
"1562","JT","Internet Content &amp; Information"
"1563","JKS","Solar"
"1564","JMP","Capital Markets"
"1565","JMPB",NA
"1566","JMPD",NA
"1567","JBT","Diversified Industrials"
"1568","BTO","Asset Management"
"1569","HEQ","Asset Management"
"1570","JHS","Asset Management"
"1571","JHI","Asset Management"
"1572","HPF","Asset Management"
"1573","HPI","Asset Management"
"1574","HPS","Asset Management"
"1575","PDT","Asset Management"
"1576","HTD","Asset Management"
"1577","HTY","Asset Management"
"1578","JW.A",NA
"1579","JW.B",NA
"1580","JNJ","Drug Manufacturers - Major"
"1581","JCI","Engineering &amp; Construction"
"1582","JLL","Real Estate Services"
"1583","JMEI","Specialty Retail"
"1584","JNPR","Communication Equipment"
"1585","JP","Asset Management"
"1586","JE","Utilities - Diversified"
"1587","JE^A",NA
"1588","LRN","Education &amp; Training Services"
"1589","KAI","Diversified Industrials"
"1590","KDMN","Biotechnology"
"1591","KAMN","Aerospace &amp; Defense"
"1592","KSU","Railroads"
"1593","KSU^",NA
"1594","KAR","Specialty Retail"
"1595","KMF","Asset Management"
"1596","KYN","Asset Management"
"1597","KYN^F",NA
"1598","KB","Banks - Regional - Asia"
"1599","KBH","Residential Construction"
"1600","KBR","Engineering &amp; Construction"
"1601","FRAC","Oil &amp; Gas Equipment &amp; Services"
"1602","K","Packaged Foods"
"1603","KEM","Electronic Components"
"1604","KMPA",NA
"1605","KMPR","Insurance - Diversified"
"1606","KMT","Tools &amp; Accessories"
"1607","KW","Real Estate Services"
"1608","KEN","Utilities - Regulated Electric"
"1609","KDP","Beverages - Soft Drinks"
"1610","KEG","Oil &amp; Gas Equipment &amp; Services"
"1611","KEY","Banks - Regional - US"
"1612","KEY^I",NA
"1613","KEY^J",NA
"1614","KEYS","Scientific &amp; Technical Instruments"
"1615","KRC","REIT - Office"
"1616","KRP","Oil &amp; Gas E&amp;P"
"1617","KMB","Household &amp; Personal Products"
"1618","KIM","REIT - Retail"
"1619","KIM^I",NA
"1620","KIM^J",NA
"1621","KIM^K",NA
"1622","KIM^L",NA
"1623","KIM^M",NA
"1624","KMI","Oil &amp; Gas Midstream"
"1625","KFS","Insurance - Property &amp; Casualty"
"1626","KGC","Gold"
"1627","KEX","Shipping &amp; Ports"
"1628","KL","Gold"
"1629","KRG","REIT - Retail"
"1630","KKR","Asset Management"
"1631","KKR^A",NA
"1632","KKR^B",NA
"1633","KIO","Asset Management"
"1634","KREF","REIT - Retail"
"1635","KNX","Trucking"
"1636","KNL","Business Equipment"
"1637","KNOP","Shipping &amp; Ports"
"1638","KN","Communication Equipment"
"1639","KSS","Department Stores"
"1640","PHG","Diagnostics &amp; Research"
"1641","KOP","Specialty Chemicals"
"1642","KEP","Utilities - Regulated Electric"
"1643","KF","Asset Management"
"1644","KFY","Staffing &amp; Outsourcing Services"
"1645","KOS","Oil &amp; Gas E&amp;P"
"1646","KRA","Specialty Chemicals"
"1647","KR","Grocery Stores"
"1648","KRO","Specialty Chemicals"
"1649","KT","Telecom Services"
"1650","LB","Apparel Stores"
"1651","SCX","Tools &amp; Accessories"
"1652","LLL","Aerospace &amp; Defense"
"1653","LH","Diagnostics &amp; Research"
"1654","LADR","REIT - Diversified"
"1655","LAIX","Education &amp; Training Services"
"1656","LW","Packaged Foods"
"1657","LCI","Drug Manufacturers - Specialty &amp; Generic"
"1658","LPI","Oil &amp; Gas E&amp;P"
"1659","LVS","Resorts &amp; Casinos"
"1660","LTM","Airlines"
"1661","LGI","Asset Management"
"1662","LAZ","Capital Markets"
"1663","LOR","Asset Management"
"1664","LZB","Home Furnishings &amp; Fixtures"
"1665","LCII","Recreational Vehicles"
"1666","LEAF","Internet Content &amp; Information"
"1667","LEA","Auto Parts"
"1668","LEE","Publishing"
"1669","LGC","Conglomerates"
"1670","LGC.U",NA
"1671","LGC.WS",NA
"1672","LM","Asset Management"
"1673","LMHA",NA
"1674","LMHB",NA
"1675","LEG","Home Furnishings &amp; Fixtures"
"1676","JBK",NA
"1677","KTH",NA
"1678","KTN",NA
"1679","KTP",NA
"1680","LDOS","Information Technology Services"
"1681","LEJU","Real Estate Services"
"1682","LC","Credit Services"
"1683","LEN","Residential Construction"
"1684","LEN.B",NA
"1685","LII","Diversified Industrials"
"1686","LHC","Conglomerates"
"1687","LHC.U",NA
"1688","LHC.WS",NA
"1689","LEVI",NA
"1690","LXP","REIT - Diversified"
"1691","LXP^C",NA
"1692","LPL","Consumer Electronics"
"1693","USA","Asset Management"
"1694","ASG","Asset Management"
"1695","LBRT","Oil &amp; Gas Equipment &amp; Services"
"1696","LPT","REIT - Office"
"1697","LSI","REIT - Industrial"
"1698","LITB","Specialty Retail"
"1699","LNC","Insurance - Life"
"1700","LNC.WS",NA
"1701","LIN","Specialty Chemicals"
"1702","LNN","Farm &amp; Construction Equipment"
"1703","LN","Software - Application"
"1704","LGF.A",NA
"1705","LGF.B",NA
"1706","LAD","Auto &amp; Truck Dealerships"
"1707","LAC","Industrial Metals &amp; Minerals"
"1708","LYV","Media - Diversified"
"1709","LTHM","Industrial Metals &amp; Minerals"
"1710","RAMP","Information Technology Services"
"1711","LYG","Banks - Regional - Europe"
"1712","SCD","Asset Management"
"1713","LMT","Aerospace &amp; Defense"
"1714","L","Insurance - Property &amp; Casualty"
"1715","LOMA","Building Materials"
