"","Symbol","industry"
"1716","LPX","Building Materials"
"1717","LOW","Home Improvement Stores"
"1718","LXU","Chemicals"
"1719","LKSD","Business Services"
"1720","LTC","REIT - Healthcare Facilities"
"1721","LUB","Restaurants"
"1722","LL","Home Improvement Stores"
"1723","LXFR","Diversified Industrials"
"1724","LXFT","Software - Application"
"1725","LDL","Auto Parts"
"1726","WLH","Residential Construction"
"1727","LYB","Specialty Chemicals"
"1728","MTB","Banks - Regional - US"
"1729","MTB^",NA
"1730","MTB^C",NA
"1731","MDC","Residential Construction"
"1732","MHO","Residential Construction"
"1733","MAC","REIT - Retail"
"1734","CLI","REIT - Office"
"1735","MFD","Asset Management"
"1736","MGU","Asset Management"
"1737","MIC","Airports &amp; Air Services"
"1738","BMA","Banks - Regional - Latin America"
"1739","M","Department Stores"
"1740","MCN","Asset Management"
"1741","MMP","Oil &amp; Gas Midstream"
"1742","MGA","Auto Parts"
"1743","MX","Semiconductors"
"1744","MGY","Oil &amp; Gas E&amp;P"
"1745","MGY.WS",NA
"1746","MH^A",NA
"1747","MH^C",NA
"1748","MH^D",NA
"1749","MHLA",NA
"1750","MHNC",NA
"1751","MAIN","Asset Management"
"1752","MMD","Asset Management"
"1753","MNK","Drug Manufacturers - Specialty &amp; Generic"
"1754","MANU","Leisure"
"1755","MTW","Farm &amp; Construction Equipment"
"1756","MN","Asset Management"
"1757","MAN","Staffing &amp; Outsourcing Services"
"1758","MFC","Insurance - Life"
"1759","MRO","Oil &amp; Gas E&amp;P"
"1760","MPC","Oil &amp; Gas Refining &amp; Marketing"
"1761","MMI","Real Estate Services"
"1762","MCS","Media - Diversified"
"1763","MPX","Recreational Vehicles"
"1764","HZO","Specialty Retail"
"1765","MKL","Insurance - Property &amp; Casualty"
"1766","VAC","Resorts &amp; Casinos"
"1767","MMC","Insurance Brokers"
"1768","MLM","Building Materials"
"1769","MAS","Building Materials"
"1770","DOOR","Building Materials"
"1771","MTZ","Engineering &amp; Construction"
"1772","MA","Credit Services"
"1773","MTDR","Oil &amp; Gas E&amp;P"
"1774","MTRN","Industrial Metals &amp; Minerals"
"1775","MATX","Shipping &amp; Ports"
"1776","MLP","Real Estate - General"
"1777","MAXR","Communication Equipment"
"1778","MMS","Business Services"
"1779","MXL","Semiconductors"
"1780","MBI","Insurance - Property &amp; Casualty"
"1781","MKC","Packaged Foods"
"1782","MKC.V",NA
"1783","MDR","Oil &amp; Gas Equipment &amp; Services"
"1784","MCD","Restaurants"
"1785","MUX","Industrial Metals &amp; Minerals"
"1786","MCK","Medical Distribution"
"1787","MDU","Building Materials"
"1788","MTL","Steel"
"1789","MTL^",NA
"1790","MRT","REIT - Healthcare Facilities"
"1791","MPW","REIT - Healthcare Facilities"
"1792","MED","Specialty Retail"
"1793","MCC","Asset Management"
"1794","MCV",NA
"1795","MCX",NA
"1796","MDLQ",NA
"1797","MDLX",NA
"1798","MDLY","Asset Management"
"1799","MD","Medical Care"
"1800","MDT","Medical Devices"
"1801","MFAC","Asset Management"
"1802","MFAC.U",NA
"1803","MFAC.WS",NA
"1804","MRK","Drug Manufacturers - Major"
"1805","MCY","Insurance - Property &amp; Casualty"
"1806","MDP","Publishing"
"1807","MTH","Residential Construction"
"1808","MTOR","Auto Parts"
"1809","MER^K",NA
"1810","PIY",NA
"1811","MTR","Asset Management"
"1812","MSB","Asset Management"
"1813","MEI","Electronic Components"
"1814","MET","Insurance - Life"
"1815","MET^A",NA
"1816","MET^E",NA
"1817","MCB","Banks - Regional - US"
"1818","MTD","Diagnostics &amp; Research"
"1819","MXE","Asset Management"
"1820","MXF","Asset Management"
"1821","MFA","REIT - Diversified"
"1822","MFA^B",NA
"1823","MFO",NA
"1824","MFCB","Asset Management"
"1825","MCR","Asset Management"
"1826","MGF","Asset Management"
"1827","MIN","Asset Management"
"1828","MMT","Asset Management"
"1829","MFM","Asset Management"
"1830","MFV","Asset Management"
"1831","MTG","Insurance - Specialty"
"1832","MGP","REIT - Hotel &amp; Motel"
"1833","MGM","Resorts &amp; Casinos"
"1834","MFGP","Software - Application"
"1835","MAA","REIT - Residential"
"1836","MAA^I",NA
"1837","MSL","Banks - Regional - US"
"1838","MPO","Oil &amp; Gas E&amp;P"
"1839","MCRN","Diversified Industrials"
"1840","MLR","Auto Parts"
"1841","HIE","Asset Management"
"1842","MTX","Chemicals"
"1843","MG","Security &amp; Protection Services"
"1844","MUFG","Banks - Global"
"1845","MIXT","Software - Infrastructure"
"1846","MFG","Banks - Regional - Asia"
"1847","MBT","Telecom Services"
"1848","MODN","Software - Application"
"1849","MOD","Auto Parts"
"1850","MC","Asset Management"
"1851","MOGU","Specialty Retail"
"1852","MHK","Home Furnishings &amp; Fixtures"
"1853","MOH","Health Care Plans"
"1854","TAP","Beverages - Brewers"
"1855","TAP.A",NA
"1856","MNR","REIT - Industrial"
"1857","MNR^C",NA
"1858","MR","Oil &amp; Gas E&amp;P"
"1859","MCO","Capital Markets"
"1860","MOG.A",NA
"1861","MOG.B",NA
"1862","MS","Capital Markets"
"1863","MS^A",NA
"1864","MS^E",NA
"1865","MS^F",NA
"1866","MS^G",NA
"1867","MS^I",NA
"1868","MS^K",NA
"1869","APF","Asset Management"
"1870","CAF","Asset Management"
"1871","MSD","Asset Management"
"1872","EDD","Asset Management"
"1873","IIF","Asset Management"
"1874","MOSC","Conglomerates"
"1875","MOSC.U",NA
"1876","MOSC.WS",NA
"1877","MOS","Agricultural Inputs"
"1878","MSI","Communication Equipment"
"1879","MOV","Luxury Goods"
"1880","MPLX","Oil &amp; Gas Midstream"
"1881","MRC","Oil &amp; Gas Equipment &amp; Services"
"1882","HJV",NA
"1883","MSA","Security &amp; Protection Services"
"1884","MSM","Industrial Distribution"
"1885","MSCI","Capital Markets"
"1886","MSGN","Media - Diversified"
"1887","MLI","Metal Fabrication"
"1888","MWA","Diversified Industrials"
"1889","MVF","Asset Management"
"1890","MZA","Asset Management"
"1891","MUR","Oil &amp; Gas E&amp;P"
"1892","MUSA","Specialty Retail"
"1893","MVO","Oil &amp; Gas E&amp;P"
"1894","MVC","Asset Management"
"1895","MVCD",NA
"1896","MYE","Rubber &amp; Plastics"
"1897","MYOV","Biotechnology"
"1898","NBR","Oil &amp; Gas Drilling"
"1899","NBR^A",NA
"1900","NC","Coal"
"1901","NTP","Real Estate Services"
"1902","NTEST",NA
"1903","NTEST.A",NA
"1904","NTEST.B",NA
"1905","NTEST.C",NA
"1906","NBHC","Banks - Regional - US"
"1907","NFG","Oil &amp; Gas E&amp;P"
"1908","NGG","Utilities - Diversified"
"1909","NHI","REIT - Healthcare Facilities"
"1910","NOV","Oil &amp; Gas Equipment &amp; Services"
"1911","NPK","Aerospace &amp; Defense"
"1912","NNN","REIT - Retail"
"1913","NNN^E",NA
"1914","NNN^F",NA
"1915","SID","Steel"
"1916","NSA","REIT - Industrial"
"1917","NSA^A",NA
"1918","NGS","Oil &amp; Gas Equipment &amp; Services"
"1919","NGVC","Grocery Stores"
"1920","NRP","Coal"
"1921","NTZ","Home Furnishings &amp; Fixtures"
"1922","NLS","Leisure"
"1923","NCI","Business Services"
"1924","NVGS","Shipping &amp; Ports"
"1925","NNA","Shipping &amp; Ports"
"1926","NM","Shipping &amp; Ports"
"1927","NM^G",NA
"1928","NM^H",NA
"1929","NMM","Shipping &amp; Ports"
"1930","NAV","Truck Manufacturing"
"1931","NAV^D",NA
"1932","NCS","Metal Fabrication"
"1933","NCR","Information Technology Services"
"1934","NP","Paper &amp; Paper Products"
"1935","NNI","Credit Services"
"1936","NPTN","Semiconductors"
"1937","NETS","Specialty Retail"
"1938","NVRO","Medical Devices"
"1939","HYB","Asset Management"
"1940","NFC","Conglomerates"
"1941","NFC.U",NA
"1942","NFC.WS",NA
"1943","GF","Asset Management"
"1944","NWHM","Residential Construction"
"1945","IRL","Asset Management"
"1946","NEWM","Publishing"
"1947","NMFC","Asset Management"
"1948","NMFX",NA
"1949","EDU","Education &amp; Training Services"
"1950","NEWR","Software - Infrastructure"
"1951","NRZ","REIT - Residential"
"1952","SNR","REIT - Diversified"
"1953","NYCB","Savings &amp; Cooperative Banks"
"1954","NYCB^A",NA
"1955","NYCB^U",NA
"1956","NYT","Publishing"
"1957","NJR","Utilities - Regulated Gas"
"1958","NEU","Specialty Chemicals"
"1959","NEM","Gold"
"1960","NR","Oil &amp; Gas Equipment &amp; Services"
"1961","NEXA","Industrial Metals &amp; Minerals"
"1962","NXRT","REIT - Residential"
"1963","NHF","Asset Management"
"1964","NEP","Utilities - Independent Power Producers"
"1965","NEE","Utilities - Regulated Electric"
"1966","NEE^I",NA
"1967","NEE^J",NA
"1968","NEE^K",NA
"1969","NEE^N",NA
"1970","NEE^R",NA
"1971","NGL","Oil &amp; Gas Refining &amp; Marketing"
"1972","NGL^B",NA
"1973","NMK^B",NA
"1974","NMK^C",NA
"1975","NLSN","Business Services"
"1976","NKE","Footwear &amp; Accessories"
"1977","NINE","Oil &amp; Gas Equipment &amp; Services"
"1978","NIO","Auto Manufacturers"
"1979","NI","Utilities - Regulated Gas"
"1980","NI^B",NA
"1981","NL","Industrial Distribution"
"1982","NOAH","Asset Management"
"1983","NE","Oil &amp; Gas Drilling"
"1984","NBL","Oil &amp; Gas E&amp;P"
"1985","NBLX","Oil &amp; Gas Midstream"
"1986","NOK","Communication Equipment"
"1987","NOMD","Packaged Foods"
"1988","NMR","Capital Markets"
"1989","OSB","Lumber &amp; Wood Production"
"1990","NAO","Shipping &amp; Ports"
"1991","NAT","Shipping &amp; Ports"
"1992","JWN","Department Stores"
"1993","NSC","Railroads"
"1994","NOA",NA
"1995","NRT","Oil &amp; Gas Equipment &amp; Services"
"1996","NOC","Aerospace &amp; Defense"
"1997","NRE","REIT - Office"
"1998","NWN","Utilities - Regulated Gas"
"1999","NWE","Utilities - Diversified"
"2000","NCLH","Leisure"
"2001","NVS","Drug Manufacturers - Major"
"2002","NVO","Biotechnology"
"2003","DNOW","Oil &amp; Gas Equipment &amp; Services"
"2004","NRG","Utilities - Independent Power Producers"
"2005","NUS","Household &amp; Personal Products"
"2006","NUE","Steel"
"2007","NS","Oil &amp; Gas Midstream"
"2008","NS^A",NA
"2009","NS^B",NA
"2010","NS^C",NA
"2011","NSS",NA
"2012","NTR","Agricultural Inputs"
"2013","JMLP","Asset Management"
"2014","NVG","Asset Management"
"2015","NUV","Asset Management"
"2016","NUW","Asset Management"
"2017","NEA","Asset Management"
"2018","NAZ","Asset Management"
"2019","NKX","Asset Management"
"2020","NCB","Asset Management"
"2021","NCA","Asset Management"
"2022","NAC","Asset Management"
"2023","NTC","Asset Management"
"2024","JCE","Asset Management"
"2025","JCO","Asset Management"
"2026","JQC","Asset Management"
"2027","JDD","Asset Management"
"2028","DIAX","Asset Management"
"2029","JEMD",NA
"2030","JMF","Asset Management"
"2031","NEV","Asset Management"
"2032","JFR","Asset Management"
"2033","JRO","Asset Management"
"2034","NKG","Asset Management"
"2035","JGH","Asset Management"
"2036","JHY","Asset Management"
"2037","JHAA",NA
"2038","JHD",NA
"2039","JHB",NA
"2040","NXC","Asset Management"
"2041","NXN","Asset Management"
"2042","NID","Asset Management"
"2043","NMY","Asset Management"
"2044","NMT","Asset Management"
"2045","NUM","Asset Management"
"2046","NMS","Asset Management"
"2047","NOM","Asset Management"
"2048","JLS","Asset Management"
"2049","JMM",NA
"2050","NHA","Asset Management"
"2051","NZF","Asset Management"
"2052","NMZ","Asset Management"
"2053","NMI","Asset Management"
"2054","NJV","Asset Management"
"2055","NXJ","Asset Management"
"2056","NRK","Asset Management"
"2057","NYV","Asset Management"
"2058","NNY","Asset Management"
"2059","NAN","Asset Management"
"2060","NNC","Asset Management"
"2061","NUO","Asset Management"
"2062","NPN","Asset Management"
"2063","NQP","Asset Management"
"2064","JPC","Asset Management"
"2065","JPS","Asset Management"
"2066","JPT",NA
"2067","JPI","Asset Management"
"2068","NAD","Asset Management"
"2069","JRI","Asset Management"
"2070","JRS","Asset Management"
"2071","BXMX","Asset Management"
"2072","SPXX","Asset Management"
"2073","NIM","Asset Management"
"2074","NXP","Asset Management"
"2075","NXQ","Asset Management"
"2076","NXR","Asset Management"
"2077","NSL","Asset Management"
"2078","JSD","Asset Management"
"2079","NBB","Asset Management"
"2080","JTD","Asset Management"
"2081","JTA","Asset Management"
"2082","NTX","Asset Management"
"2083","NPV","Asset Management"
"2084","NIQ","Asset Management"
"2085","JMT","Asset Management"
"2086","NVT","Electronic Components"
"2087","NVR","Residential Construction"
"2088","OAK","Asset Management"
"2089","OAK^A",NA
"2090","OAK^B",NA
"2091","OSLE",NA
"2092","OMP","Oil &amp; Gas Midstream"
"2093","OAS","Oil &amp; Gas E&amp;P"
"2094","OBE","Oil &amp; Gas E&amp;P"
"2095","OXY","Oil &amp; Gas E&amp;P"
"2096","OII","Oil &amp; Gas Equipment &amp; Services"
"2097","OZM","Asset Management"
"2098","OCN","Specialty Finance"
"2099","OFG","Banks - Regional - US"
"2100","OFG^A",NA
"2101","OFG^B",NA
"2102","OFG^D",NA
"2103","OGE","Utilities - Regulated Electric"
"2104","OIBR.C",NA
"2105","OIS","Oil &amp; Gas Equipment &amp; Services"
"2106","ODC","Specialty Chemicals"
"2107","ORI","Insurance - Diversified"
"2108","OLN","Specialty Chemicals"
"2109","OHI","REIT - Healthcare Facilities"
"2110","OMC","Advertising Agencies"
"2111","OMN","Specialty Chemicals"
"2112","ONDK","Credit Services"
"2113","OGS","Utilities - Regulated Gas"
"2114","OLP","REIT - Diversified"
"2115","OMAD","Conglomerates"
"2116","OMAD.U",NA
"2117","OMAD.WS",NA
"2118","OMF","Credit Services"
"2119","OKE","Oil &amp; Gas Midstream"
"2120","ONE","Education &amp; Training Services"
"2121","OOMA","Telecom Services"
"2122","OPY","Capital Markets"
"2123","ORCL","Software - Infrastructure"
"2124","ORAN","Telecom Services"
"2125","ORC","REIT - Diversified"
"2126","OEC","Specialty Chemicals"
"2127","ORN","Engineering &amp; Construction"
"2128","IX","Credit Services"
"2129","ORA","Utilities - Independent Power Producers"
"2130","OSK","Truck Manufacturing"
"2131","OR","Gold"
"2132","OUT","REIT - Diversified"
"2133","OSG","Shipping &amp; Ports"
"2134","OMI","Medical Distribution"
"2135","OC","Building Materials"
"2136","OI","Packaging &amp; Containers"
"2137","OXM","Apparel Manufacturing"
"2138","ROYT","Oil &amp; Gas E&amp;P"
"2139","PACD","Oil &amp; Gas Drilling"
"2140","PCG","Utilities - Regulated Electric"
"2141","PKG","Packaging &amp; Containers"
"2142","PAGS","Software - Infrastructure"
"2143","PANW","Software - Application"
"2144","PAM","Utilities - Regulated Electric"
"2145","PHX","Oil &amp; Gas E&amp;P"
"2146","PARR","Oil &amp; Gas E&amp;P"
"2147","PAR","Software - Application"
"2148","PGRE","REIT - Office"
"2149","PKE","Semiconductor Equipment &amp; Materials"
"2150","PK","REIT - Hotel &amp; Motel"
"2151","PH","Diversified Industrials"
"2152","PE","Oil &amp; Gas E&amp;P"
"2153","PRE^F",NA
"2154","PRE^G",NA
"2155","PRE^H",NA
"2156","PRE^I",NA
"2157","PRTY","Specialty Retail"
"2158","PAYC","Software - Application"
"2159","PBF","Oil &amp; Gas Refining &amp; Marketing"
"2160","PBFX","Oil &amp; Gas Midstream"
"2161","BTU","Coal"
"2162","PSO","Publishing"
"2163","PEB","REIT - Hotel &amp; Motel"
"2164","PEB^C",NA
"2165","PEB^D",NA
"2166","PEB^E",NA
"2167","PEB^F",NA
"2168","PBA","Oil &amp; Gas Midstream"
"2169","PEI","REIT - Retail"
"2170","PEI^B",NA
"2171","PEI^C",NA
"2172","PEI^D",NA
"2173","PFSI","Specialty Finance"
"2174","PMT","REIT - Diversified"
"2175","PMT^A",NA
"2176","PMT^B",NA
"2177","PAG","Auto &amp; Truck Dealerships"
"2178","PNR","Diversified Industrials"
"2179","PEN","Medical Devices"
"2180","PFGC","Food Distribution"
"2181","PKI","Diagnostics &amp; Research"
"2182","PBT","Oil &amp; Gas E&amp;P"
"2183","PVL","Oil &amp; Gas E&amp;P"
"2184","PRT","Oil &amp; Gas Equipment &amp; Services"
"2185","PRGO","Drug Manufacturers - Specialty &amp; Generic"
"2186","PRSP","Information Technology Services"
"2187","PTR","Oil &amp; Gas Integrated"
"2188","PBR","Oil &amp; Gas Integrated"
"2189","PBR.A",NA
"2190","PFE","Drug Manufacturers - Major"
"2191","GHY","Asset Management"
"2192","ISD","Asset Management"
"2193","PGTI","Building Materials"
"2194","PM","Tobacco"
"2195","PSX","Oil &amp; Gas Refining &amp; Marketing"
"2196","PSXP","Oil &amp; Gas Midstream"
"2197","FENG","Internet Content &amp; Information"
"2198","DOC","REIT - Healthcare Facilities"
"2199","PDM","REIT - Office"
"2200","PIR","Specialty Retail"
"2201","PCQ","Asset Management"
"2202","PCK","Asset Management"
"2203","PZC","Asset Management"
"2204","PCM","Asset Management"
"2205","PTY","Asset Management"
"2206","PCN","Asset Management"
"2207","PCI","Asset Management"
"2208","PDI","Asset Management"
"2209","NRGX",NA
"2210","PGP","Asset Management"
"2211","PHK","Asset Management"
"2212","PKO","Asset Management"
"2213","PFL","Asset Management"
"2214","PFN","Asset Management"
"2215","PMF","Asset Management"
"2216","PML","Asset Management"
"2217","PMX","Asset Management"
"2218","PNF","Asset Management"
"2219","PNI","Asset Management"
"2220","PYN","Asset Management"
"2221","RCS","Asset Management"
"2222","PNW","Utilities - Regulated Electric"
"2223","PES","Oil &amp; Gas Drilling"
"2224","PHD","Asset Management"
"2225","PHT","Asset Management"
"2226","MAV","Asset Management"
"2227","MHI","Asset Management"
"2228","PXD","Oil &amp; Gas E&amp;P"
"2229","PJC","Asset Management"
"2230","PBI","Business Equipment"
"2231","PBI^B",NA
"2232","PVT",NA
"2233","PVT.U",NA
"2234","PVT.WS",NA
"2235","PVTL","Software - Application"
"2236","PJT","Capital Markets"
"2237","PAA","Oil &amp; Gas Midstream"
"2238","PAGP","Oil &amp; Gas Midstream"
"2239","PLNT","Leisure"
"2240","PLT","Communication Equipment"
"2241","AGS","Gambling"
"2242","PHI","Telecom Services"
"2243","PNC","Banks - Regional - US"
"2244","PNC^P",NA
"2245","PNC^Q",NA
"2246","PNM","Utilities - Regulated Electric"
"2247","PII","Recreational Vehicles"
"2248","POL","Specialty Chemicals"
"2249","POR","Utilities - Regulated Electric"
"2250","PKX","Steel"
"2251","POST","Packaged Foods"
"2252","PPDF","Credit Services"
"2253","PPG","Specialty Chemicals"
"2254","PPX",NA
"2255","PPL","Utilities - Regulated Electric"
"2256","PYS",NA
"2257","PYT",NA
"2258","PQG","Specialty Chemicals"
"2259","PDS","Oil &amp; Gas Drilling"
"2260","APTS","REIT - Residential"
"2261","PBH","Medical Distribution"
"2262","PVG","Industrial Metals &amp; Minerals"
"2263","PRI","Insurance - Life"
"2264","PGZ","Asset Management"
"2265","PRIF^A",NA
"2266","PRIF^B",NA
"2267","PRIF^C",NA
"2268","PRA","Insurance - Property &amp; Casualty"
"2269","PG","Household &amp; Personal Products"
"2270","PGR","Insurance - Property &amp; Casualty"
"2271","PLD","REIT - Industrial"
"2272","PUMP","Oil &amp; Gas Equipment &amp; Services"
"2273","PRO","Software - Application"
"2274","PBB",NA
"2275","PBC",NA
"2276","PBY",NA
"2277","PB","Banks - Regional - US"
"2278","PRLB","Tools &amp; Accessories"
"2279","PFS","Savings &amp; Cooperative Banks"
"2280","PJH",NA
"2281","PRH",NA
"2282","PRS",NA
"2283","PRU","Insurance - Life"
"2284","PUK","Insurance - Life"
"2285","PUK^",NA
"2286","PUK^A",NA
"2287","PSB","REIT - Diversified"
"2288","PSB^U",NA
"2289","PSB^V",NA
"2290","PSB^W",NA
"2291","PSB^X",NA
"2292","PSB^Y",NA
"2293","TLK","Telecom Services"
"2294","PEG","Utilities - Diversified"
"2295","PSA","REIT - Industrial"
"2296","PSA^A",NA
"2297","PSA^B",NA
"2298","PSA^C",NA
"2299","PSA^D",NA
"2300","PSA^E",NA
"2301","PSA^F",NA
"2302","PSA^G",NA
"2303","PSA^H",NA
"2304","PSA^U",NA
"2305","PSA^V",NA
"2306","PSA^W",NA
"2307","PSA^X",NA
"2308","PSA^Y.CL",NA
"2309","PSA^Z",NA
"2310","PHM","Residential Construction"
"2311","PSTG","Data Storage"
"2312","PMM","Asset Management"
"2313","PIM","Asset Management"
"2314","PMO","Asset Management"
"2315","PPT","Asset Management"
"2316","NEW","Education &amp; Training Services"
"2317","PVH","Apparel Manufacturing"
"2318","PYX","Tobacco"
"2319","PZN","Asset Management"
"2320","QTWO","Software - Infrastructure"
"2321","QEP","Oil &amp; Gas Integrated"
"2322","QGEN","Diagnostics &amp; Research"
"2323","QTS","REIT - Industrial"
"2324","QTS^A",NA
"2325","QTS^B",NA
"2326","QUAD","Business Services"
"2327","KWR","Specialty Chemicals"
"2328","NX","Building Materials"
"2329","PWR","Engineering &amp; Construction"
"2330","QD","Credit Services"
"2331","DGX","Diagnostics &amp; Research"
"2332","QES","Oil &amp; Gas Equipment &amp; Services"
"2333","QHC","Medical Care"
"2334","QUOT","Marketing Services"
"2335","QVCD",NA
"2336","CTAA",NA
"2337","CTBB",NA
"2338","CTDD",NA
"2339","CTV",NA
"2340","CTY",NA
"2341","CTZ",NA
"2342","RRD","Business Services"
"2343","RMED","Medical Devices"
"2344","RDN","Insurance - Specialty"
"2345","RL","Apparel Manufacturing"
"2346","RRC","Oil &amp; Gas E&amp;P"
"2347","RNGR","Oil &amp; Gas Equipment &amp; Services"
"2348","RJF","Capital Markets"
"2349","RYAM","Chemicals"
"2350","RYAM^A",NA
"2351","RYN","Lumber &amp; Wood Production"
"2352","RTN","Aerospace &amp; Defense"
"2353","RMAX","Real Estate Services"
"2354","RC","REIT - Diversified"
"2355","RCA",NA
"2356","RCP",NA
"2357","RLGY","Real Estate Services"
"2358","O","REIT - Retail"
"2359","RHT","Software - Application"
"2360","RLH","Lodging"
"2361","RWT","REIT - Diversified"
"2362","RBC","Diversified Industrials"
"2363","RWGE","Conglomerates"
"2364","RWGE.U",NA
"2365","RWGE.WS",NA
"2366","RM","Credit Services"
"2367","RF","Banks - Regional - US"
"2368","RF^A",NA
"2369","RF^B",NA
"2370","RGS","Personal Services"
"2371","RGA","Insurance - Reinsurance"
"2372","RZA",NA
"2373","RZB",NA
"2374","RS","Steel"
"2375","RELX","Publishing"
"2376","RNR","Insurance - Reinsurance"
"2377","RNR^C",NA
"2378","RNR^E",NA
"2379","RNR^F",NA
"2380","SOL","Solar"
"2381","RENN","Internet Content &amp; Information"
"2382","RSG","Waste Management"
"2383","REZI","Security &amp; Protection Services"
"2384","RMD","Medical Instruments &amp; Supplies"
"2385","RFP","Paper &amp; Paper Products"
"2386","QSR","Restaurants"
"2387","RPAI","REIT - Retail"
"2388","RVI","REIT - Retail"
"2389","REVG","Recreational Vehicles"
"2390","REV","Household &amp; Personal Products"
"2391","REX","Chemicals"
"2392","REXR","REIT - Industrial"
"2393","REXR^A",NA
"2394","REXR^B",NA
"2395","RXN","Diversified Industrials"
"2396","RXN^A",NA
"2397","RH","Specialty Retail"
"2398","RNG","Software - Application"
"2399","RIO","Industrial Metals &amp; Minerals"
"2400","RBA","Business Services"
"2401","RAD","Pharmaceutical Retailers"
"2402","RMPL^",NA
"2403","RMI",NA
"2404","RIV",NA
"2405","OPP","Asset Management"
"2406","RLI","Insurance - Property &amp; Casualty"
"2407","RLJ","REIT - Hotel &amp; Motel"
"2408","RLJ^A",NA
"2409","RMG.U",NA
"2410","RRTS","Trucking"
"2411","ROAN","Oil &amp; Gas E&amp;P"
"2412","RHI","Staffing &amp; Outsourcing Services"
"2413","ROK","Diversified Industrials"
"2414","RCI","Telecom Services"
"2415","ROG","Electronic Components"
"2416","ROL","Business Services"
"2417","ROP","Diversified Industrials"
"2418","RST","Software - Application"
"2419","RDC","Oil &amp; Gas Drilling"
"2420","RY","Banks - Global"
"2421","RY^T",NA
"2422","RBS","Banks - Global"
"2423","RCL","Leisure"
"2424","RDS.A",NA
"2425","RDS.B",NA
"2426","RGT","Asset Management"
"2427","RMT","Asset Management"
"2428","RVT","Asset Management"
"2429","RES","Oil &amp; Gas Equipment &amp; Services"
"2430","RPM","Specialty Chemicals"
"2431","RPT","REIT - Retail"
"2432","RPT^D",NA
"2433","RTW","Apparel Stores"
"2434","RTEC","Scientific &amp; Technical Instruments"
"2435","RYB","Education &amp; Training Services"
"2436","R","Rental &amp; Leasing Services"
"2437","RYI","Metal Fabrication"
"2438","RHP","REIT - Hotel &amp; Motel"
"2439","SPGI","Capital Markets"
"2440","SBR","Oil &amp; Gas Drilling"
"2441","SB","Shipping &amp; Ports"
"2442","SB^C",NA
"2443","SB^D",NA
"2444","SFE","Asset Management"
"2445","SAFE","Real Estate - General"
"2446","SAIL","Software - Infrastructure"
"2447","CRM","Software - Application"
"2448","SMM","Asset Management"
"2449","SBH","Specialty Retail"
"2450","SJT","Oil &amp; Gas E&amp;P"
"2451","SD","Oil &amp; Gas E&amp;P"
"2452","SDT","Oil &amp; Gas E&amp;P"
"2453","SDR","Oil &amp; Gas E&amp;P"
"2454","PER","Oil &amp; Gas E&amp;P"
"2455","SC","Specialty Finance"
"2456","SAP","Software - Application"
"2457","SAB",NA
"2458","SAF",NA
"2459","SAR","Asset Management"
"2460","SSL","Oil &amp; Gas Integrated"
"2461","BFS","REIT - Retail"
"2462","BFS^C",NA
"2463","BFS^D",NA
"2464","SLB","Oil &amp; Gas Equipment &amp; Services"
"2465","SNDR","Trucking"
"2466","SWM","Paper &amp; Paper Products"
"2467","SAIC","Information Technology Services"
"2468","SALT","Shipping &amp; Ports"
"2469","SLTB",NA
"2470","SBNA",NA
"2471","STNG","Shipping &amp; Ports"
"2472","SMG","Agricultural Inputs"
"2473","KTF","Asset Management"
"2474","KSM","Asset Management"
"2475","SE","Electronic Gaming &amp; Multimedia"
"2476","SA","Gold"
"2477","CKH","Oil &amp; Gas Equipment &amp; Services"
"2478","SMHI","Shipping &amp; Ports"
"2479","SDRL","Oil &amp; Gas Drilling"
"2480","SDLP","Oil &amp; Gas Drilling"
"2481","SEE","Packaging &amp; Containers"
"2482","SSW","Shipping &amp; Ports"
"2483","SSW^D",NA
"2484","SSW^E",NA
"2485","SSW^G",NA
"2486","SSW^H",NA
"2487","SSW^I",NA
"2488","SSWA",NA
"2489","SSWN",NA
"2490","SEAS","Leisure"
"2491","JBN",NA
"2492","JBR",NA
"2493","WTTR","Pollution &amp; Treatment Controls"
"2494","SEM","Medical Care"
"2495","SEMG","Oil &amp; Gas Midstream"
"2496","SMI","Semiconductors"
"2497","SRE","Utilities - Diversified"
"2498","SRE^A",NA
"2499","SRE^B",NA
"2500","ST","Scientific &amp; Technical Instruments"
"2501","SXT","Specialty Chemicals"
"2502","SQNS","Semiconductors"
"2503","SRG","REIT - Retail"
"2504","SRG^A",NA
"2505","SCI","Personal Services"
"2506","SERV","Business Services"
"2507","NOW","Software - Application"
"2508","SHAK","Restaurants"
"2509","SJR","Telecom Services"
"2510","SHLX","Oil &amp; Gas Midstream"
"2511","SHW","Specialty Chemicals"
"2512","SHG","Banks - Regional - Asia"
"2513","SFL","Shipping &amp; Ports"
"2514","SHOP","Software - Application"
"2515","SSTK","Internet Content &amp; Information"
"2516","SBGL","Gold"
"2517","SIG","Luxury Goods"
"2518","SBOW","Oil &amp; Gas E&amp;P"
"2519","SPG","REIT - Retail"
"2520","SPG^J",NA
"2521","SSD","Tools &amp; Accessories"
"2522","SHI","Oil &amp; Gas Refining &amp; Marketing"
"2523","SITC","REIT - Retail"
"2524","SITC^A",NA
"2525","SITC^J",NA
"2526","SITC^K",NA
"2527","SITE","Industrial Distribution"
"2528","SIX","Leisure"
"2529","SJW","Utilities - Regulated Water"
"2530","SKM","Telecom Services"
